 2016-03-26 16:54:26 | [0 0 516.6085 499.29605 0.57565457 0 0 37.30374 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:27 | [0 0 516.6085 499.39526 0.5778196 0 0 35.830856 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:28 | [0 0 516.6085 499.47644 0.57589346 0 0 36.21527 0.006554961 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:29 | [0 0 516.6085 499.53958 0.57317644 0 0 36.476654 0.005414283 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:30 | [0 0 516.6085 499.5576 0.5721871 0 0 36.801636 0.00656425 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:31 | [0 0 516.6085 499.5576 0.5704639 0 0 36.826874 0.006831009 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:32 | [0 0 516.6085 499.5576 0.56857926 0 0 36.791748 0.00685343 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:33 | [0 0 516.6085 499.5576 0.57063746 0 0 36.768402 0.006854785 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:34 | [0 0 516.6085 499.5576 0.5711688 0 0 36.81009 0.006854855 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:35 | [0 0 516.6085 499.5576 0.5674509 0 0 36.797577 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:36 | [0 0 516.6085 499.5576 0.5674437 0 0 36.822754 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:37 | [0 0 516.6085 499.5576 0.569985 0 0 36.84436 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:38 | [0 0 516.6085 499.5576 0.57092535 0 0 36.805878 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:39 | [0 0 516.6085 499.56662 0.5731733 0 0 35.50084 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:40 | [0 0 516.6085 499.6027 0.5766136 0 0 8.866211 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:41 | [0 0 516.6085 499.6027 0.5760235 0 0 6.7832794 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:42 | [0 0 516.6085 499.6027 0.5758695 0 0 6.8967285 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
